80;483;Rénovation rue Turpin;126;2012-09-15T22:31:12.074Z;2012-09-17T19:26:56.438Z;2012-09-20T06:54:36.074Z
81;57;Construction boulevard Vasseur;670;2007-05-30T15:21:36.557Z;2007-06-07T11:00:52.885Z;2007-06-08T14:42:36.557Z
82;163;Nouvelle installation boulevard Gomez;721;2014-03-05T19:55:00.575Z;2014-03-05T22:43:19.115Z;2014-03-06T07:57:42.575Z
83;652;Construction rue Schmitt;178;2008-06-22T23:03:57.409Z;2008-06-23T14:10:46.613Z;2008-06-23T18:46:33.409Z
84;582;Solution d'équipement chemin Dufour;706;2012-10-28T07:53:17.549Z;2012-11-07T17:52:46.804Z;2012-11-12T07:02:53.549Z
85;836;Rénovation rue Gomes;352;2011-04-30T06:51:14.357Z;2011-05-08T12:19:58.501Z;2011-05-08T22:32:20.357Z
86;829;Rénovation chemin Launay;740;2012-10-03T12:08:11.609Z;2012-10-04T12:34:23.676Z;2012-10-04T12:35:29.609Z
87;537;Chantier rue Delorme;715;2006-05-13T20:49:25.583Z;2006-05-20T00:10:21.682Z;2006-05-28T14:52:25.583Z
88;756;Rénovation rue Voisin;472;2011-07-02T01:34:58.100Z;2011-07-02T15:38:52.377Z;2011-07-08T10:52:58.100Z
89;337;Rénovation chemin Mary;258;2008-02-10T09:53:03.041Z;2008-02-16T06:31:48.358Z;2008-02-17T20:00:15.041Z
90;127;Rénovation rue Maury;508;2006-07-17T02:53:41.766Z;2006-07-21T15:37:39.335Z;2006-07-24T01:41:59.766Z
91;797;Solution d'équipement rue Herve;876;2010-01-25T13:04:13.605Z;2010-01-25T14:46:37.115Z;2010-01-27T12:09:19.605Z
92;476;Solution d'équipement rue Bousquet;732;2010-07-27T10:48:12.324Z;2010-07-30T08:35:07.781Z;2010-07-30T13:15:48.324Z
93;483;Chantier avenue Gregoire;724;2006-07-24T22:40:13.925Z;2006-07-25T04:16:51.321Z;2006-08-08T18:32:43.925Z
94;88;Chantier chemin Aubry;269;2009-03-26T18:34:14.990Z;2009-03-26T23:02:29.027Z;2009-03-28T15:06:02.990Z
95;486;Rénovation avenue Bonneau;343;2013-01-23T04:21:07.113Z;2013-01-29T06:57:39.079Z;2013-02-05T10:37:55.113Z
96;13;Chantier chemin Prevost;272;2011-05-31T17:22:32.035Z;2011-06-13T02:15:01.254Z;2011-06-14T03:18:20.035Z
97;240;Mise en comformité chemin Martinez;598;2006-04-17T12:40:33.300Z;2006-04-17T22:41:48.127Z;2006-04-19T12:07:33.300Z
98;401;Chantier avenue Clement;808;2008-02-07T17:49:32.492Z;2008-02-11T23:28:39.218Z;2008-02-17T22:44:26.492Z
99;110;Rénovation rue Becker;557;2014-03-25T11:21:35.867Z;2014-04-07T16:04:45.777Z;2014-04-09T09:03:35.867Z
100;556;Construction avenue Leroy;840;2012-11-23T12:08:13.377Z;2012-11-24T13:28:36.462Z;2012-11-29T17:47:13.377Z
101;108;Mise en comformité chemin Alves;910;2013-12-29T17:23:13.681Z;2014-01-01T01:06:12.621Z;2014-01-10T23:12:43.681Z
102;983;Suite de l'installation rue Richard;452;2010-03-05T04:57:38.479Z;2010-03-11T10:17:26.188Z;2010-03-11T12:48:02.479Z
103;563;Mise au normes rue Bousquet;933;2007-05-18T03:54:12.866Z;2007-05-27T11:21:49.807Z;2007-05-30T14:50:18.866Z
104;472;Mise au normes avenue Boulanger;235;2007-05-29T23:39:42.476Z;2007-05-30T08:34:33.176Z;2007-05-30T14:15:42.476Z
105;393;Suite de l'installation boulevard Delannoy;205;2012-01-22T15:04:37.001Z;2012-01-23T02:55:40.510Z;2012-01-23T03:51:07.001Z
106;937;Chantier chemin Carlier;936;2013-12-24T17:46:00.047Z;2013-12-29T12:19:47.285Z;2014-01-02T05:26:12.047Z
107;103;Chantier boulevard Samson;485;2005-09-09T16:05:30.298Z;2005-09-09T20:12:03.080Z;2005-09-09T20:50:12.298Z
108;135;Ravallement rue Delorme;686;2005-10-04T09:45:44.202Z;2005-10-11T04:20:06.899Z;2005-10-17T21:31:02.202Z
109;725;Nouvelle installation boulevard Moulin;970;2011-01-23T11:45:24.187Z;2011-01-27T18:25:58.506Z;2011-02-01T14:23:30.187Z
110;303;Mise en comformité rue Turpin;434;2010-05-12T14:04:20.843Z;2010-05-14T02:36:55.864Z;2010-05-14T12:47:32.843Z
111;448;Mise au normes boulevard Loiseau;542;2009-10-10T10:43:41.407Z;2009-10-16T06:24:26.008Z;2009-10-19T17:44:35.407Z
112;925;Ravallement boulevard Guilbert;308;2013-03-11T04:51:17.850Z;2013-03-20T21:06:38.287Z;2013-03-22T14:58:11.850Z
113;736;Chantier boulevard Menard;384;2010-07-08T21:53:56.949Z;2010-07-16T05:34:42.931Z;2010-07-17T01:10:26.949Z
114;366;Chantier rue Leroux;361;2014-03-14T23:11:38.259Z;2014-03-17T23:38:31.332Z;2014-03-26T12:57:32.259Z
115;992;Solution d'équipement rue Mallet;949;2012-05-31T23:36:10.014Z;2012-06-01T13:47:09.092Z;2012-06-05T00:41:34.014Z
116;488;Construction chemin Lemonnier;769;2005-03-21T13:00:20.238Z;2005-03-23T05:19:03.942Z;2005-04-01T11:48:20.238Z
117;659;Chantier avenue Paul;905;2012-04-05T05:20:58.108Z;2012-04-11T05:20:44.739Z;2012-04-17T19:12:16.108Z
118;433;Construction avenue Marin;551;2008-06-01T03:37:15.244Z;2008-06-03T21:12:26.033Z;2008-06-06T00:47:09.244Z
119;615;Mise en comformité avenue Vasseur;899;2011-08-08T00:34:38.315Z;2011-08-09T18:48:49.622Z;2011-08-10T13:10:02.315Z
120;986;Installation rue Sauvage;888;2007-06-24T20:35:58.823Z;2007-06-28T19:37:15.971Z;2007-07-01T06:15:52.823Z
121;954;Suite de l'installation boulevard Bigot;393;2013-11-29T17:14:28.815Z;2013-12-06T09:55:30.050Z;2013-12-12T10:22:52.815Z
122;39;Mise au normes chemin Mendes;450;2014-03-31T12:16:25.223Z;2014-04-01T04:18:50.053Z;2014-04-04T22:29:19.223Z
123;531;Rénovation avenue Legendre;269;2010-07-20T12:33:16.678Z;2010-07-22T01:45:59.598Z;2010-07-28T07:47:58.678Z
124;430;Mise au normes chemin Bonnin;818;2007-12-24T14:24:55.644Z;2007-12-26T17:08:22.675Z;2008-01-01T20:36:37.644Z
125;290;Chantier avenue Francois;718;2013-08-10T14:50:28.024Z;2013-08-11T01:03:43.679Z;2013-08-15T15:39:22.024Z
126;56;Solution d'équipement boulevard Lacombe;554;2009-12-06T01:24:28.843Z;2009-12-09T10:27:43.780Z;2009-12-14T10:31:22.843Z
127;642;Chantier rue Godard;948;2013-03-08T03:40:07.309Z;2013-03-10T03:41:45.646Z;2013-03-12T13:31:07.309Z
128;961;Construction rue Chartier;717;2008-08-03T20:54:37.087Z;2008-08-10T08:49:24.501Z;2008-08-13T17:03:55.087Z
129;65;Solution d'équipement avenue Gautier;933;2013-02-25T07:23:15.473Z;2013-02-27T15:58:22.088Z;2013-02-27T22:53:51.473Z
130;127;Nouvelle installation boulevard Rocher;252;2010-07-01T17:10:53.589Z;2010-07-03T09:06:29.120Z;2010-07-04T10:52:53.589Z
131;989;Installation chemin Roger;283;2010-03-12T02:08:21.247Z;2010-03-12T03:06:52.470Z;2010-03-12T03:57:51.247Z
132;958;Chantier chemin Tanguy;726;2006-07-21T04:55:02.976Z;2006-07-23T06:40:57.476Z;2006-07-27T11:17:50.976Z
133;21;Solution d'équipement chemin Perret;261;2010-09-02T03:08:20.532Z;2010-09-05T18:16:18.157Z;2010-09-15T15:37:26.532Z
134;183;Mise au normes rue Laurent;767;2009-09-17T13:47:26.674Z;2009-09-18T06:25:11.195Z;2009-09-18T06:34:50.674Z
135;604;Solution d'équipement rue Petitjean;192;2005-06-12T17:02:01.386Z;2005-06-14T15:44:05.266Z;2005-06-16T14:50:19.386Z
136;937;Installation boulevard Michaud;166;2005-11-23T05:00:36.232Z;2005-11-26T14:20:18.911Z;2005-11-29T12:29:06.232Z
137;893;Nouvelle installation avenue Morel;502;2007-06-17T03:20:04.137Z;2007-06-23T04:00:27.356Z;2007-07-01T19:33:34.137Z
138;191;Chantier rue David;615;2011-03-28T12:23:28.445Z;2011-04-05T14:38:42.072Z;2011-04-11T14:00:58.445Z
139;672;Nouvelle installation boulevard Blanc;803;2011-08-03T23:42:08.336Z;2011-08-08T03:37:39.074Z;2011-08-13T01:36:26.336Z
140;156;Construction boulevard Vaillant;606;2010-05-22T23:27:42.982Z;2010-05-23T10:08:08.726Z;2010-05-26T00:49:36.982Z
141;666;Plan d'équipement chemin Dijoux;816;2006-11-27T05:06:07.189Z;2006-11-30T23:52:21.228Z;2006-12-08T14:29:13.189Z
142;539;Chantier rue Legendre;347;2007-09-30T01:25:26.127Z;2007-10-05T13:40:16.214Z;2007-10-11T23:56:56.127Z
143;345;Rénovation rue Blanchet;503;2007-02-02T08:40:12.855Z;2007-02-06T19:04:47.560Z;2007-02-07T09:07:12.855Z
144;779;Chantier rue Colas;603;2011-10-28T02:35:10.720Z;2011-11-07T10:14:43.390Z;2011-11-08T22:11:28.720Z
145;789;Installation chemin Costa;571;2006-06-09T03:19:03.113Z;2006-06-10T15:29:14.526Z;2006-06-10T16:10:57.113Z
146;885;Plan d'équipement rue Hardy;141;2013-10-12T17:06:48.602Z;2013-10-14T01:01:25.560Z;2013-10-17T03:19:42.602Z
147;246;Plan d'équipement rue Lacombe;477;2011-03-17T19:55:02.274Z;2011-03-20T08:11:00.467Z;2011-03-29T04:34:20.274Z
148;66;Construction rue Thibault;720;2009-10-12T13:04:20.383Z;2009-10-16T01:46:30.355Z;2009-10-23T13:41:50.383Z
149;631;Rénovation avenue Peron;526;2011-11-09T16:07:05.149Z;2011-11-11T02:16:02.072Z;2011-11-23T09:20:53.149Z
150;581;Chantier rue Briand;460;2007-05-09T10:09:24.164Z;2007-05-13T02:27:34.712Z;2007-05-14T23:44:48.164Z
151;763;Chantier boulevard Aubert;638;2007-07-24T23:22:38.306Z;2007-07-25T15:54:26.793Z;2007-07-26T22:05:50.306Z
152;805;Suite de l'installation rue Vidal;286;2005-03-12T19:40:15.978Z;2005-03-23T21:59:14.656Z;2005-03-27T10:26:09.978Z
153;608;Chantier boulevard Evrard;525;2005-07-12T22:06:09.919Z;2005-07-19T16:56:45.881Z;2005-07-21T20:21:27.919Z
154;793;Chantier chemin Le Roux;886;2006-01-08T23:54:42.480Z;2006-01-11T12:23:18.935Z;2006-01-13T04:17:12.480Z
155;797;Chantier avenue Vaillant;343;2006-06-13T06:59:22.767Z;2006-06-19T02:35:58.666Z;2006-06-21T05:31:10.767Z
156;279;Ravallement rue Chevallier;396;2008-07-05T01:54:20.806Z;2008-07-06T19:49:50.180Z;2008-07-07T02:27:02.806Z
157;463;Solution d'équipement avenue Leclerc;889;2012-11-02T00:24:52.103Z;2012-11-07T23:13:04.016Z;2012-11-10T09:53:40.103Z
158;465;Chantier rue Bernier;902;2013-07-31T23:02:35.528Z;2013-08-05T12:48:13.699Z;2013-08-13T13:59:35.528Z
159;190;Construction rue Rousset;192;2012-06-06T22:01:22.353Z;2012-06-08T05:28:35.804Z;2012-06-09T01:51:10.353Z
160;434;Mise au normes rue Carre;719;2007-05-04T23:52:47.284Z;2007-05-10T00:41:53.507Z;2007-05-16T08:10:11.284Z
161;180;Chantier rue Duval;407;2010-07-16T20:29:47.681Z;2010-07-17T09:26:31.903Z;2010-07-17T10:21:59.681Z
162;870;Mise au normes avenue Allain;876;2010-02-07T09:00:42.029Z;2010-02-08T12:20:45.974Z;2010-02-13T08:27:24.029Z
163;17;Plan d'équipement chemin Schneider;130;2012-07-13T00:29:01.791Z;2012-07-19T17:31:35.248Z;2012-07-27T19:15:49.791Z
164;985;Chantier rue Jacob;233;2011-09-25T10:22:20.393Z;2011-09-27T03:53:06.152Z;2011-09-27T06:54:08.393Z
165;748;Mise au normes rue Courtois;485;2011-09-21T23:31:55.167Z;2011-10-04T00:23:34.949Z;2011-10-06T14:17:49.167Z
166;432;Rénovation chemin Laporte;728;2009-11-11T07:38:55.539Z;2009-11-11T17:43:00.711Z;2009-11-15T10:33:49.539Z
167;622;Nouvelle installation chemin Reynaud;232;2012-03-14T04:39:14.494Z;2012-03-14T14:58:27.834Z;2012-03-17T10:02:02.494Z
168;840;Solution d'équipement rue Lefevre;325;2006-03-31T21:37:30.937Z;2006-03-31T22:03:00.068Z;2006-04-01T17:42:00.937Z
169;187;Nouvelle installation boulevard Schneider;589;2013-03-19T05:39:52.336Z;2013-03-29T03:15:08.022Z;2013-03-30T16:30:34.336Z
170;692;Plan d'équipement rue Mathieu;431;2011-08-16T08:01:56.147Z;2011-08-18T17:48:05.939Z;2011-08-20T23:43:20.147Z
171;390;Solution d'équipement avenue Rossi;964;2009-10-01T01:23:21.376Z;2009-10-06T03:27:52.239Z;2009-10-08T18:48:33.376Z
172;358;Construction rue Gauthier;797;2009-10-22T20:00:39.240Z;2009-10-30T11:16:09.482Z;2009-10-31T17:10:15.240Z
173;558;Chantier rue Clement;723;2009-12-30T10:16:16.206Z;2010-01-02T21:20:00.298Z;2010-01-03T23:46:16.206Z
174;807;Chantier rue Legendre;332;2013-10-22T15:16:37.786Z;2013-10-23T00:37:28.598Z;2013-10-24T18:00:43.786Z
175;140;Chantier chemin Mallet;771;2010-12-29T01:45:58.720Z;2011-01-11T14:31:16.698Z;2011-01-12T16:53:46.720Z
176;102;Nouvelle installation rue Diallo;533;2011-01-07T05:15:42.333Z;2011-01-07T07:01:38.071Z;2011-01-08T09:00:06.333Z
177;717;Chantier chemin Pons;697;2010-05-05T11:23:40.030Z;2010-05-12T00:20:32.237Z;2010-05-19T02:26:04.030Z
178;174;Mise au normes chemin Delannoy;915;2006-09-04T17:43:32.505Z;2006-09-06T16:03:58.833Z;2006-09-11T17:37:32.505Z
179;175;Solution d'équipement chemin Lemaire;868;2010-07-21T11:14:22.099Z;2010-07-23T07:45:56.840Z;2010-07-23T12:52:46.099Z
180;182;Suite de l'installation rue Bernier;988;2013-12-10T22:12:44.337Z;2013-12-11T13:55:37.557Z;2013-12-14T07:14:32.337Z
181;8;Rénovation chemin Rodrigues;611;2007-12-25T07:52:23.391Z;2007-12-26T03:05:09.066Z;2007-12-26T21:28:05.391Z
182;618;Installation chemin Couturier;812;2010-01-08T21:35:30.590Z;2010-01-13T14:15:02.606Z;2010-01-17T10:21:24.590Z
183;233;Nouvelle installation avenue Mathieu;129;2010-07-28T06:16:44.841Z;2010-07-30T22:57:55.987Z;2010-08-11T06:26:38.841Z
184;180;Nouvelle installation rue Lebreton;427;2005-02-13T16:17:50.403Z;2005-02-24T19:21:43.606Z;2005-02-24T22:23:50.403Z
185;754;Installation rue Muller;175;2006-09-15T17:17:35.059Z;2006-09-17T08:55:23.385Z;2006-09-26T05:30:29.059Z
186;197;Rénovation rue Teixeira;808;2011-06-05T04:14:51.972Z;2011-06-13T21:10:49.473Z;2011-06-16T04:30:27.972Z
187;361;Installation avenue Chauvin;497;2011-12-11T02:01:52.795Z;2011-12-12T03:21:48.673Z;2011-12-12T11:14:46.795Z
188;171;Rénovation boulevard Gomez;691;2005-12-07T02:00:03.395Z;2005-12-07T23:04:07.019Z;2005-12-08T03:33:03.395Z
189;5;Chantier rue Marie;663;2008-12-18T12:15:20.780Z;2008-12-29T00:08:53.269Z;2008-12-29T01:12:02.780Z
190;210;Chantier boulevard Delahaye;161;2006-01-31T22:04:17.901Z;2006-02-01T09:05:17.691Z;2006-02-01T10:06:59.901Z
191;125;Solution d'équipement rue Potier;236;2009-10-20T09:39:19.083Z;2009-10-20T11:12:36.257Z;2009-10-22T22:14:43.083Z
192;610;Mise en comformité chemin Pinto;934;2006-08-13T17:16:03.836Z;2006-08-25T00:09:24.313Z;2006-08-28T02:11:33.836Z
193;44;Installation avenue Ramos;832;2008-09-10T15:13:25.629Z;2008-09-11T06:08:07.529Z;2008-09-18T14:50:55.629Z
194;521;Rénovation avenue Cohen;976;2006-08-05T04:48:30.907Z;2006-08-05T14:28:34.623Z;2006-08-12T06:10:06.907Z
195;582;Mise au normes chemin Lemaitre;312;2007-04-28T19:57:34.203Z;2007-04-30T03:19:30.083Z;2007-05-01T06:43:28.203Z
196;246;Rénovation boulevard Gimenez;660;2009-11-27T02:36:37.627Z;2009-12-08T03:24:21.499Z;2009-12-12T07:14:43.627Z
197;379;Chantier avenue Leroux;631;2009-12-10T12:27:41.395Z;2009-12-12T00:08:41.394Z;2009-12-12T05:20:29.395Z
198;400;Solution d'équipement avenue Lambert;815;2012-09-11T21:09:21.388Z;2012-09-16T10:20:37.118Z;2012-09-26T20:40:51.388Z
199;341;Construction rue Bonnet;642;2014-02-23T14:25:51.875Z;2014-02-26T11:15:43.175Z;2014-03-04T17:25:51.875Z
